image_id,dice_score
BraTS2021_01337,tensor(96.9138)
BraTS2021_00146,tensor(91.9006)
BraTS2021_00641,tensor(95.1415)
BraTS2021_01416,tensor(88.7035)
BraTS2021_01614,tensor(92.5547)
BraTS2021_01350,tensor(57.1031)
BraTS2021_00251,tensor(97.9150)
BraTS2021_00732,tensor(74.1922)
BraTS2021_01174,tensor(92.3479)
BraTS2021_00111,tensor(85.5559)
BraTS2021_01592,tensor(88.2796)
BraTS2021_01233,tensor(88.3488)
BraTS2021_00258,tensor(54.6519)
BraTS2021_01124,tensor(98.1303)
BraTS2021_01653,tensor(95.7999)
BraTS2021_01589,tensor(90.6340)
BraTS2021_01008,tensor(92.6996)
BraTS2021_00506,tensor(97.9550)
BraTS2021_00708,tensor(87.6873)
BraTS2021_01526,tensor(85.9960)
BraTS2021_01425,tensor(83.5989)
BraTS2021_00196,tensor(92.4468)
BraTS2021_01246,tensor(81.9276)
BraTS2021_01509,tensor(86.3104)
BraTS2021_00014,tensor(60.4527)
BraTS2021_01468,tensor(83.3225)
BraTS2021_01063,tensor(88.9516)
BraTS2021_00808,tensor(90.5007)
BraTS2021_00367,tensor(82.1375)
BraTS2021_00144,tensor(94.3828)
BraTS2021_00443,tensor(82.1805)
BraTS2021_01594,tensor(57.1601)
BraTS2021_01502,tensor(70.2187)
BraTS2021_00582,tensor(62.6829)
BraTS2021_00085,tensor(72.6765)
BraTS2021_01073,tensor(96.1844)
BraTS2021_00485,tensor(58.5910)
BraTS2021_00240,tensor(89.8852)
BraTS2021_00504,tensor(74.5482)
BraTS2021_01617,tensor(94.7928)
BraTS2021_00283,tensor(97.5954)
BraTS2021_01343,tensor(97.6510)
BraTS2021_01129,tensor(98.5384)
BraTS2021_01576,tensor(93.0581)
BraTS2021_01275,tensor(93.7903)
BraTS2021_01053,tensor(84.3309)
BraTS2021_01394,tensor(82.2661)
BraTS2021_01033,tensor(95.5742)
BraTS2021_01051,tensor(80.1891)
BraTS2021_00150,tensor(82.6582)
BraTS2021_00680,tensor(90.5533)
BraTS2021_00657,tensor(97.3171)
BraTS2021_00404,tensor(92.1289)
BraTS2021_01565,tensor(96.6491)
BraTS2021_00271,tensor(86.5454)
BraTS2021_00329,tensor(92.4291)
BraTS2021_01613,tensor(71.8527)
BraTS2021_00120,tensor(90.0214)
BraTS2021_00724,tensor(98.0857)
BraTS2021_01010,tensor(96.6044)
BraTS2021_00019,tensor(92.3223)
BraTS2021_01434,tensor(70.5615)
BraTS2021_00668,tensor(64.2091)
BraTS2021_01099,tensor(89.8494)
BraTS2021_00209,tensor(94.7889)
BraTS2021_00750,tensor(97.0484)
BraTS2021_00301,tensor(98.0083)
BraTS2021_00687,tensor(96.7368)
BraTS2021_01610,tensor(55.4806)
BraTS2021_01043,tensor(96.5130)
BraTS2021_01218,tensor(77.9710)
BraTS2021_00652,tensor(95.5606)
BraTS2021_01577,tensor(97.2524)
BraTS2021_01022,tensor(95.4232)
BraTS2021_01030,tensor(96.3975)
BraTS2021_01303,tensor(96.5836)
BraTS2021_01147,tensor(56.3270)
BraTS2021_01433,tensor(85.5107)
BraTS2021_01208,tensor(55.8480)
BraTS2021_00397,tensor(97.3824)
BraTS2021_01512,tensor(93.1388)
BraTS2021_00107,tensor(82.0088)
BraTS2021_01182,tensor(62.2137)
BraTS2021_00622,tensor(91.9407)
BraTS2021_01109,tensor(97.1580)
BraTS2021_00233,tensor(95.5184)
BraTS2021_00594,tensor(96.2697)
BraTS2021_01224,tensor(90.5614)
BraTS2021_01567,tensor(92.0976)
BraTS2021_01059,tensor(84.6117)
BraTS2021_01108,tensor(64.0589)
BraTS2021_01249,tensor(90.8825)
BraTS2021_00646,tensor(96.6421)
BraTS2021_01451,tensor(71.3863)
BraTS2021_01618,tensor(96.5558)
BraTS2021_00448,tensor(93.0905)
BraTS2021_00659,tensor(92.8223)
BraTS2021_01356,tensor(95.9696)
BraTS2021_01634,tensor(96.8488)
BraTS2021_00636,tensor(95.2827)
BraTS2021_01241,tensor(92.1558)
BraTS2021_00557,tensor(97.2709)
BraTS2021_01632,tensor(95.3746)
BraTS2021_01038,tensor(94.3685)
BraTS2021_01571,tensor(66.3855)
BraTS2021_00217,tensor(89.0116)
BraTS2021_01296,tensor(94.4161)
BraTS2021_01238,tensor(90.9918)
BraTS2021_00596,tensor(98.2443)
BraTS2021_01082,tensor(95.5741)
BraTS2021_01162,tensor(89.3430)
BraTS2021_00228,tensor(80.6251)
BraTS2021_00468,tensor(88.8646)
BraTS2021_01227,tensor(95.9996)
BraTS2021_00211,tensor(98.0415)
BraTS2021_01474,tensor(69.6418)
BraTS2021_00591,tensor(95.6051)
BraTS2021_00601,tensor(88.9131)
BraTS2021_01077,tensor(49.4560)
BraTS2021_00457,tensor(95.2185)
BraTS2021_01325,tensor(77.2321)
BraTS2021_01495,tensor(71.8982)
BraTS2021_01265,tensor(93.0664)
BraTS2021_00104,tensor(89.8730)
BraTS2021_01517,tensor(83.3659)
BraTS2021_00563,tensor(97.5180)
BraTS2021_01656,tensor(54.6691)
BraTS2021_01428,tensor(85.0424)
BraTS2021_00429,tensor(66.1790)
BraTS2021_01062,tensor(97.9975)
BraTS2021_01157,tensor(94.1674)
BraTS2021_00650,tensor(95.6866)
BraTS2021_01330,tensor(91.7174)
BraTS2021_01231,tensor(90.4925)
BraTS2021_01308,tensor(48.6761)
BraTS2021_01534,tensor(82.0427)
BraTS2021_01119,tensor(63.5215)
BraTS2021_00575,tensor(96.4823)
BraTS2021_00160,tensor(74.2824)
BraTS2021_01620,tensor(37.4797)
BraTS2021_00528,tensor(79.4230)
BraTS2021_01501,tensor(92.2110)
BraTS2021_00554,tensor(97.5578)
BraTS2021_01163,tensor(92.2032)
BraTS2021_00136,tensor(67.7384)
BraTS2021_01648,tensor(97.8750)
BraTS2021_01399,tensor(88.5045)
BraTS2021_00477,tensor(95.2247)
BraTS2021_00615,tensor(83.6284)
BraTS2021_00810,tensor(92.8959)
BraTS2021_01578,tensor(90.3050)
BraTS2021_01600,tensor(90.0477)
BraTS2021_01040,tensor(93.9492)
BraTS2021_00400,tensor(96.4088)
BraTS2021_01381,tensor(93.7599)
BraTS2021_01461,tensor(89.5847)
BraTS2021_00418,tensor(89.6124)
BraTS2021_01558,tensor(63.1125)
BraTS2021_01602,tensor(94.1890)
BraTS2021_01197,tensor(92.5006)
BraTS2021_00088,tensor(96.3622)
BraTS2021_01373,tensor(95.5232)
BraTS2021_00778,tensor(91.6618)
BraTS2021_01661,tensor(84.7139)
BraTS2021_01250,tensor(95.6853)
BraTS2021_00391,tensor(93.5734)
BraTS2021_00572,tensor(61.5441)
BraTS2021_01066,tensor(96.6948)
BraTS2021_00074,tensor(90.0885)
BraTS2021_00469,tensor(94.6534)
BraTS2021_01271,tensor(72.5201)
BraTS2021_01640,tensor(78.3403)
BraTS2021_00735,tensor(60.6938)
BraTS2021_01024,tensor(76.1487)
BraTS2021_00115,tensor(91.5828)
BraTS2021_01117,tensor(94.6508)
BraTS2021_00777,tensor(98.0897)
BraTS2021_00285,tensor(69.9802)
