image_id,dice_score
BraTS2021_01413,tensor(67.8840)
BraTS2021_00273,tensor(97.2747)
BraTS2021_01520,tensor(90.5054)
BraTS2021_00732,tensor(88.3384)
BraTS2021_01022,tensor(97.9258)
BraTS2021_01260,tensor(92.1501)
BraTS2021_01164,tensor(98.2187)
BraTS2021_00626,tensor(96.5240)
BraTS2021_00305,tensor(96.2986)
BraTS2021_01415,tensor(92.9950)
BraTS2021_01496,tensor(91.6478)
BraTS2021_01420,tensor(68.0027)
BraTS2021_01017,tensor(95.9707)
BraTS2021_00159,tensor(96.9215)
BraTS2021_00059,tensor(97.3952)
BraTS2021_01210,tensor(82.8902)
BraTS2021_01666,tensor(89.2415)
BraTS2021_00216,tensor(98.6500)
BraTS2021_01218,tensor(86.6771)
BraTS2021_00101,tensor(95.5961)
BraTS2021_01290,tensor(95.0744)
BraTS2021_01300,tensor(69.6037)
BraTS2021_00217,tensor(92.8526)
BraTS2021_01002,tensor(88.5307)
BraTS2021_01101,tensor(98.0749)
BraTS2021_01205,tensor(79.4490)
BraTS2021_00740,tensor(96.7402)
BraTS2021_01508,tensor(83.1582)
BraTS2021_00583,tensor(94.3372)
BraTS2021_01501,tensor(93.1800)
BraTS2021_01588,tensor(94.7926)
BraTS2021_00777,tensor(98.6626)
BraTS2021_00792,tensor(91.7863)
BraTS2021_00638,tensor(89.8255)
BraTS2021_00584,tensor(85.3680)
BraTS2021_00698,tensor(97.0763)
BraTS2021_01509,tensor(89.7130)
BraTS2021_00104,tensor(90.1195)
BraTS2021_00155,tensor(91.8504)
BraTS2021_00249,tensor(98.4307)
BraTS2021_00012,tensor(94.1492)
BraTS2021_01344,tensor(62.5773)
BraTS2021_01033,tensor(97.3886)
BraTS2021_00131,tensor(89.9992)
BraTS2021_01057,tensor(95.8539)
BraTS2021_00121,tensor(78.5410)
BraTS2021_01120,tensor(97.2277)
BraTS2021_00024,tensor(91.4481)
BraTS2021_00254,tensor(93.8562)
BraTS2021_00540,tensor(61.2636)
BraTS2021_01395,tensor(63.3822)
BraTS2021_00228,tensor(84.9174)
BraTS2021_01254,tensor(96.5151)
BraTS2021_01662,tensor(98.1059)
BraTS2021_00723,tensor(95.9268)
BraTS2021_00797,tensor(93.3443)
BraTS2021_01183,tensor(95.7930)
BraTS2021_01099,tensor(90.5030)
BraTS2021_00650,tensor(96.7040)
BraTS2021_01171,tensor(95.3550)
BraTS2021_00235,tensor(98.6838)
BraTS2021_01146,tensor(81.6977)
BraTS2021_01167,tensor(88.5019)
BraTS2021_01023,tensor(96.4867)
BraTS2021_01250,tensor(95.9346)
BraTS2021_01597,tensor(93.6338)
BraTS2021_01268,tensor(93.9853)
BraTS2021_01479,tensor(83.7382)
BraTS2021_01378,tensor(98.0314)
BraTS2021_01035,tensor(41.3666)
BraTS2021_01046,tensor(93.3603)
BraTS2021_00445,tensor(97.0224)
BraTS2021_01299,tensor(95.8220)
BraTS2021_00472,tensor(96.4314)
BraTS2021_01461,tensor(90.8978)
BraTS2021_00569,tensor(96.8821)
BraTS2021_00293,tensor(77.3303)
BraTS2021_01308,tensor(53.1934)
BraTS2021_01229,tensor(88.5653)
BraTS2021_00138,tensor(91.4664)
BraTS2021_01126,tensor(98.3129)
BraTS2021_01489,tensor(92.3841)
BraTS2021_00375,tensor(88.2762)
BraTS2021_01294,tensor(96.9298)
BraTS2021_00661,tensor(97.6507)
BraTS2021_00064,tensor(92.0969)
BraTS2021_00100,tensor(94.6805)
BraTS2021_00310,tensor(92.9334)
BraTS2021_00694,tensor(89.0470)
BraTS2021_00117,tensor(85.8374)
BraTS2021_00425,tensor(65.4765)
BraTS2021_01454,tensor(80.1580)
BraTS2021_00328,tensor(83.6926)
BraTS2021_00620,tensor(98.3209)
BraTS2021_01428,tensor(89.2350)
BraTS2021_01450,tensor(84.7691)
BraTS2021_01596,tensor(92.3979)
BraTS2021_01345,tensor(96.3563)
BraTS2021_00549,tensor(70.6869)
BraTS2021_01096,tensor(89.6482)
BraTS2021_01037,tensor(95.2529)
BraTS2021_01209,tensor(87.8339)
BraTS2021_01280,tensor(97.4937)
BraTS2021_01108,tensor(80.9404)
BraTS2021_01010,tensor(96.9405)
BraTS2021_01614,tensor(95.1634)
BraTS2021_01224,tensor(93.6806)
BraTS2021_00304,tensor(94.1456)
BraTS2021_01320,tensor(97.7120)
BraTS2021_01621,tensor(98.6966)
BraTS2021_01381,tensor(95.7792)
BraTS2021_01327,tensor(87.4553)
BraTS2021_00329,tensor(94.3499)
BraTS2021_01062,tensor(98.1715)
BraTS2021_01133,tensor(93.3747)
BraTS2021_01350,tensor(62.2264)
BraTS2021_00788,tensor(74.4496)
BraTS2021_01112,tensor(94.3545)
BraTS2021_00021,tensor(75.7216)
BraTS2021_00207,tensor(94.5358)
BraTS2021_00063,tensor(91.1592)
BraTS2021_01627,tensor(97.9130)
BraTS2021_01072,tensor(96.8356)
BraTS2021_01372,tensor(89.4405)
BraTS2021_01331,tensor(81.2185)
BraTS2021_01647,tensor(85.4088)
BraTS2021_01253,tensor(89.3224)
BraTS2021_01506,tensor(87.0277)
BraTS2021_00999,tensor(94.1758)
BraTS2021_01538,tensor(95.1662)
BraTS2021_01524,tensor(96.1298)
BraTS2021_00413,tensor(96.7799)
BraTS2021_01652,tensor(98.9532)
BraTS2021_01380,tensor(65.7715)
BraTS2021_01005,tensor(95.2956)
BraTS2021_01526,tensor(93.2729)
BraTS2021_00275,tensor(81.0953)
BraTS2021_01184,tensor(82.7696)
BraTS2021_00563,tensor(98.1638)
BraTS2021_00558,tensor(97.3749)
BraTS2021_01306,tensor(75.0265)
BraTS2021_00683,tensor(96.0797)
BraTS2021_01416,tensor(89.4195)
BraTS2021_01374,tensor(97.4063)
BraTS2021_01089,tensor(97.7027)
BraTS2021_00604,tensor(93.7470)
BraTS2021_01610,tensor(60.8354)
BraTS2021_00220,tensor(95.2979)
BraTS2021_01075,tensor(58.6050)
BraTS2021_01233,tensor(89.6724)
BraTS2021_01487,tensor(81.8863)
BraTS2021_00523,tensor(88.1821)
BraTS2021_01515,tensor(94.5940)
BraTS2021_01063,tensor(92.7755)
BraTS2021_01462,tensor(92.6306)
BraTS2021_01322,tensor(88.5243)
BraTS2021_01383,tensor(96.0621)
BraTS2021_00451,tensor(95.7157)
BraTS2021_01581,tensor(97.7072)
BraTS2021_00559,tensor(92.9796)
BraTS2021_01129,tensor(98.8690)
BraTS2021_00810,tensor(94.1737)
BraTS2021_00787,tensor(93.0389)
BraTS2021_00271,tensor(87.2846)
BraTS2021_00032,tensor(94.0149)
BraTS2021_01618,tensor(97.2089)
BraTS2021_01015,tensor(97.4835)
BraTS2021_00567,tensor(93.3204)
BraTS2021_00687,tensor(97.7314)
BraTS2021_00431,tensor(83.5504)
BraTS2021_01606,tensor(81.5295)
BraTS2021_01276,tensor(83.6551)
BraTS2021_00551,tensor(93.0260)
BraTS2021_01314,tensor(88.6771)
BraTS2021_00274,tensor(92.9355)
BraTS2021_01222,tensor(68.0307)
BraTS2021_00544,tensor(96.6219)
BraTS2021_00136,tensor(72.8873)
